strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/CzechRepublic/NRL_236/2021	2021-01-04	20I/501Y.V1	Czech Republic	Hradec Králové Region	Hradec Králové Region	EPI_ISL_850681	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Trnka,D;Vecerova,J		Staré Hrady
hCoV-19/Slovakia/UKBA-1104/2021	2021-01-20	20I/501Y.V1	Slovakia	Dolny Kubin	Dolny Kubin	EPI_ISL_959645	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek		
hCoV-19/Slovakia/10460106/2021	2021-01-04	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_1280161	Department of Genetics, Medirex	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Genomics and Bioinformatics, Comenius University Science Park		Tatiana Sedláčková, Miroslav Böhmer, Renáta Lukačková, Gabriel Minárik, Anna Gičová, Werner Krampl, Diana Rusňáková, Jaroslav Budiš, Tomáš Szemes		
hCoV-19/CzechRepublic/NRL_2322_21/2021	2021-01-06	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261176	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/CzechRepublic/NRL_2345_21/2021	2021-01-06	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261227	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/Slovakia/UKBA-713/2021	2021-01-07	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_875520	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek		
hCoV-19/Slovakia/UKBA-714/2021	2021-01-07	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_875521	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/10460085/2021	2021-01-04	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_1280154	Department of Genetics, Medirex	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Genomics and Bioinformatics, Comenius University Science Park		Tatiana Sedláčková, Miroslav Böhmer, Renáta Lukačková, Gabriel Minárik, Anna Gičová, Werner Krampl, Diana Rusňáková, Jaroslav Budiš, Tomáš Szemes		
hCoV-19/Slovakia/UKBA-1109/2021	2021-01-21	20I/501Y.V1	Slovakia	Rimavska Sobota	Rimavska Sobota	EPI_ISL_959637	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Germany/HE-RKI-I-015139/2021	2021-01-16	20I/501Y.V1	Germany	Hesse	Hesse	EPI_ISL_1145277	Philipps-Universität Marburg Fachbereich Medizin Institut für Virologie	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/HE-RKI-I-015140/2021	2021-01-16	20I/501Y.V1	Germany	Hesse	Hesse	EPI_ISL_1145278	Philipps-Universität Marburg Fachbereich Medizin Institut für Virologie	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/CzechRepublic/NRL_1284_21/2021	2021-01-23	20I/501Y.V1	Czech Republic	Trutnov	Trutnov	EPI_ISL_1261192	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/CzechRepublic/NRL_2341_21/2021	2021-01-06	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261226	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/CzechRepublic/NRL-1088/2021	2021-01-23	20I/501Y.V1	Czech Republic	Hradec Kralove Region	Hradec Kralove Region	EPI_ISL_1510311	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL-1089/2021	2021-01-21	20I/501Y.V1	Czech Republic	Hradec Kralove Region	Hradec Kralove Region	EPI_ISL_1510312	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL_2352_21/2021	2021-01-06	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261228	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/Slovakia/UKBA-1110/2021	2021-01-21	20I/501Y.V1	Slovakia	Rimavska Sobota	Rimavska Sobota	EPI_ISL_959638	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Germany/TH-RKI-I-015284/2021	2021-01-28	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1145446	SYNLAB Jena Oncoscreen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/env/Austria/CeMM3275/2021	2021-01-25	20I/501Y.V1	Austria	Lower Austria	Lower Austria	EPI_ISL_1008271	Institute for Water Quality and Resource Management, Technical University Vienna	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		Schöu an der Triesting, Bad Vöslau, Kottingbrunn, Leobersdorf, Berndorf, Enzesfeld-Lindabrunn, Pottenstein, Furth an der Triesting, Weissenbach an der Triesting, Hernstein, Hirtenberg
hCoV-19/env/Austria/CeMM3279/2021	2021-01-25	20I/501Y.V1	Austria	Lower Austria	Lower Austria	EPI_ISL_1008274	Institute for Water Quality and Resource Management, Technical University Vienna	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		Baden, Pfaffstätten
hCoV-19/Slovakia/UKBA-1114/2021	2021-01-28	20I/501Y.V1	Slovakia	Ruzomberok	Ruzomberok	EPI_ISL_959627	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/UKBA-1116/2021	2021-01-28	20I/501Y.V1	Slovakia	Ruzomberok	Ruzomberok	EPI_ISL_959628	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/CeMM4340/2021	2021-01-25	20I/501Y.V1	Slovakia	Poprad	Poprad	EPI_ISL_1495246	Public Health Authority of the Slovak Republic	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Fabian Amman, Petr Triska, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/Slovakia/CeMM4337/2021	2021-01-26	20I/501Y.V1	Slovakia	Poprad	Poprad	EPI_ISL_1495243	Public Health Authority of the Slovak Republic	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Fabian Amman, Petr Triska, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		
hCoV-19/CzechRepublic/NRL-1173/2021	2021-01-22	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_1510321	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL_235/2021	2021-01-04	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850680	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Trnka,D;Vecerova,J		
hCoV-19/Germany/TH-RKI-I-011908/2021	2021-01-27	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1142039	SYNLAB Jena Oncoscreen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/CzechRepublic/IAB20_016_partD_74/2021	2021-01-28	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_1391308	Motol University Hospital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Institute of Applied Biotechnologies a.s.		Petr Klempt, Ondřej Brzoň, Martin Kašný, Kateřina Kvapilová, Pavel Dřevínek, Petr Kvapil		
hCoV-19/CzechRepublic/NRL_233/2021	2021-01-04	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850678	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL_240/2021	2021-01-05	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850685	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Trnka,D;Vecerova,J		
hCoV-19/Slovakia/UKBA-703/2021	2021-01-07	20I/501Y.V1	Slovakia	Nitra	Nitra	EPI_ISL_875522	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/UKBA-807/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831671	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/UKBA-804/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831669	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek		
hCoV-19/Slovakia/UKBA-806/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831673	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek		
hCoV-19/Slovakia/UKBA-805/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831670	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/CzechRepublic/NRL_1877_21/2021	2021-01-26	20I/501Y.V1	Czech Republic			EPI_ISL_1321358	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/CzechRepublic/NRL_1903_21/2021	2021-01-22	20I/501Y.V1	Czech Republic			EPI_ISL_1321361	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/Slovakia/UKBA-1101/2021	2021-01-20	20I/501Y.V1	Slovakia	Dolny Kubin	Dolny Kubin	EPI_ISL_959643	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/UKBA-1107/2021	2021-01-20	20I/501Y.V1	Slovakia	Dolny Kubin	Dolny Kubin	EPI_ISL_959644	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa		
hCoV-19/Slovakia/UKBA-1202/2021	2021-01-20	20I/501Y.V1	Slovakia	Dolny Kubin	Dolny Kubin	EPI_ISL_959624	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek		
hCoV-19/Slovakia/UKBA-1106/2021	2021-01-20	20I/501Y.V1	Slovakia	Dolny Kubin	Dolny Kubin	EPI_ISL_959646	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava		Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek		
hCoV-19/Germany/TH-RKI-I-011849/2021	2021-01-29	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1141980	SYNLAB Jena Oncoscreen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/TH-RKI-I-011912/2021	2021-01-29	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1142043	SYNLAB Jena Oncoscreen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/HE-RKI-I-012587/2021	2021-01-29	20I/501Y.V1	Germany	Hesse	Hesse	EPI_ISL_1142720	amedes MVZ für Labordiagnostik Rhein-Main	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/SH-RKI-I-012508/2021	2021-01-25	20I/501Y.V1	Germany	Schleswig-Holstein	Schleswig-Holstein	EPI_ISL_1142641	LADR Zentrallabor DR. Kramer & Kollegen Geesthacht	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/ST-RKI-I-012576/2021	2021-01-25	20I/501Y.V1	Germany	Saxony-Anhalt	Saxony-Anhalt	EPI_ISL_1142709	amedes MVZ Halle/Leipzig	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/ST-RKI-I-012575/2021	2021-01-25	20I/501Y.V1	Germany	Saxony-Anhalt	Saxony-Anhalt	EPI_ISL_1142708	amedes MVZ Halle/Leipzig	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Germany/ST-RKI-I-012573/2021	2021-01-25	20I/501Y.V1	Germany	Saxony-Anhalt	Saxony-Anhalt	EPI_ISL_1142706	amedes MVZ Halle/Leipzig	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/CzechRepublic/NRL_2350_21/2021	2021-01-06	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261327	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/CzechRepublic/NRL-452/2021	2021-01-06	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_1510280	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL_1288_21/2021	2021-01-23	20I/501Y.V1	Czech Republic	Trutnov	Trutnov	EPI_ISL_1261291	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE		Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy		
hCoV-19/CzechRepublic/NRL-1671/2021	2021-01-27	20I/501Y.V1	Czech Republic	Hradec Kralove Region	Hradec Kralove Region	EPI_ISL_1510351	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL-1090/2021	2021-01-22	20I/501Y.V1	Czech Republic	Hradec Kralove Region	Hradec Kralove Region	EPI_ISL_1510313	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J		
hCoV-19/CzechRepublic/NRL_450/2021	2021-01-09	20I/501Y.V1	Czech Republic	Central Bohemian Region	Central Bohemian Region	EPI_ISL_960407	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague		Nagy,A;Vecerova,J;Cernikova,L;Stara,M;Jirincova,H;Trnka,D		Slatina
